,Sample ID,Depth (m),APcomp Depth (m),Cwu d18O (VPDB),Cwu d13C (VPDB),n specimens G. trunc,Gtrunc d18O (VDPB),Gtrunc d13C (VPDB),sample weight (g),IRD #/g,IRD MAR ,SS mean,SS Std
1512,"361-U1475F-2H-6, 70-72",28.624,29.779,3.301,0.278,9,1.489,0.418,0,0,0,23.87,0.070710678
1513,"361-U1475F-2H-6, 74-76",28.664,29.819,3.64,-0.046,3,1.684,0.317,5.138704886,5.138704886,19.95485959,24.22,0.070710678
1514,"361-U1475F-2H-6, 78-80",28.704,29.859,3.708,0.04,1,1.589,0.004,10.29394025,10.29394025,39.59995624,24.73,0.056568542
1515,"361-U1475E-4H-2, 4-6",28.741,29.896,3.982,-0.054,8,2.113,0.516,8.412934887,8.412934887,32.17395819,27.935,0.190918831
1516,"361-U1475E-4H-2, 8-10",28.781,29.936,4.019,0.244,6,1.785,0.505,6.205458865,6.205458865,22.38567192,27.05,0.197989899
1517,"361-U1475E-4H-2, 12-14",28.821,29.976,3.978,-0.114,1,2.314,0.628,9.158120677,9.158120677,33.22488554,26.575,0.106066017
1518,"361-U1475E-4H-2, 16-18",28.861,30.016,3.735,-0.117,6,2.186,0.612,31.96324227,31.96324227,116.4243937,24.75,0.127279221
1519,"361-U1475E-4H-2, 20-22",28.901,30.056,3.942,0.128,5,1.809,0.475,45.90446134,45.90446134,166.9186609,26.045,0.021213203
1520,"361-U1475E-4H-2, 24-26",28.941,30.096,3.95,0.124,2,1.926,0.663,11.45004025,11.45004025,42.32711563,26.36,0.183847763
1521,"361-U1475E-4H-2, 28-30",28.981,30.136,3.907,-0.12,2,1.992,0.647,29.28257687,29.28257687,108.2254722,28.79666667,0.438786205
1522,"361-U1475E-4H-2, 32-34",29.021,30.176,3.64,-0.295,6,1.661,0.468,24.8340088,24.8340088,90.83674026,27.34,0.042426407
1523,"361-U1475E-4H-2, 36-38",29.061,30.216,3.849,-0.292,1,1.836,0.559,24.6165681,24.6165681,93.10743832,26.835,0.176776695
1524,"361-U1475E-4H-2, 40-42",29.101,30.256,3.717,-0.267,5,1.956,0.768,5.754360726,5.754360726,21.65128342,27.81333333,0.280950767
1525,"361-U1475E-4H-2, 44-46",29.141,30.296,3.841,-0.208,11,2.011,0.824,60.0459727,60.0459727,235.2455984,24.695,0.134350288
1526,"361-U1475E-4H-2, 48-50",29.181,30.336,3.845,-0.043,5,1.972,0.611,2.998781745,2.998781745,11.3726629,26.415,0.091923882
1527,"361-U1475E-4H-2, 52-54",29.221,30.376,3.649,0.01,4,1.89,0.645,27.66841138,27.66841138,106.8258352,25.465,0.106066017
1528,"361-U1475E-4H-2, 56-58",29.261,30.416,3.743,-0.405,3,2.233,1.032,16.82586977,16.82586977,65.9065902,26.58,0.098994949
